Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2023-01-01,Camera,Electronics,South,5,4470.93,526.96
2024-07-12,Smartwatch,Electronics,West,8,5504.39,1196.78
2022-01-11,Headphones,Accessories,West,4,3036.04,511.69
2024-10-05,Smartwatch,Electronics,East,5,2725.13,308.29
2024-09-16,Printer,Office,North,8,4080.04,336.96
2024-05-23,Keyboard,Accessories,North,8,3080.95,776.6
2023-06-08,Smartwatch,Electronics,North,5,1525.58,413.75
2022-07-16,Monitor,Accessories,South,4,1332.62,342.85
2023-07-24,Smartphone,Electronics,South,7,4669.67,803.21
2022-03-12,Smartwatch,Electronics,West,6,5310.75,1099.84
2023-01-12,Camera,Electronics,East,8,9392.97,2651.84
2022-11-03,Monitor,Accessories,South,5,1350.98,198.19
2024-03-14,Monitor,Accessories,North,4,3648.16,768.61
2022-08-14,Smartphone,Electronics,North,6,6816.24,1454.52
2024-11-17,Keyboard,Accessories,South,4,2151.01,237.98
2024-05-13,Keyboard,Accessories,South,2,2287.505,385.62
2022-10-21,Laptop,Electronics,East,8,9304.3,1855.7
2024-04-15,Monitor,Accessories,East,4,1928.35,232.48
2023-01-17,Printer,Office,East,2,1042.24,86.24
2023-11-28,Tablet,Electronics,East,3,2214.85,507.7
2024-05-03,Keyboard,Accessories,South,4,3024.07,678.26
2023-08-11,Camera,Electronics,East,2,1104.93,173.01
2022-07-26,Mouse,Accessories,East,8,6056.23,1631.71
2023-02-07,Mouse,Accessories,South,5,5295.6,1375.98
2022-01-19,Smartphone,Electronics,North,4,3668.3,839.4
2023-06-30,Printer,Office,South,9,4293.89,295.47
2022-08-19,Mouse,Accessories,North,3,2894.54,475.225
2023-08-27,Smartwatch,Electronics,North,6,4440.94,800.92
2022-03-10,Printer,Office,South,5,5515.39,330.02
2024-10-12,Camera,Electronics,North,4,784.85,192.77
2024-06-15,Laptop,Electronics,East,4,576.33,156.59
2024-09-09,Smartwatch,Electronics,West,5,705.84,198.62
2023-09-24,Keyboard,Accessories,North,6,4458.75,1215.3
2022-08-25,Smartphone,Electronics,East,12,13561.14,1623.84
2023-10-01,Smartwatch,Electronics,North,5,3970.06,642.7
2023-01-08,Monitor,Accessories,North,7,5131.61,368.11
2022-10-02,Laptop,Electronics,East,7,1750.86,90.21
,Tablet,Electronics,East,7,8337.92,753.35
2022-09-15,Keyboard,Accessories,East,9,9810.18,549.46
2024-01-28,Keyboard,Accessories,East,1,1329.215,397.18
2022-01-14,Tablet,Electronics,North,9,2205.05,410.01
2023-06-13,Smartphone,Electronics,South,9,6948.63,1409.3
2022-09-09,Tablet,Electronics,North,3,774.48,212.02
2023-12-26,Tablet,Electronics,North,3,2532.08,343.13
2024-11-16,Laptop,Electronics,West,7,6587.81,1173.91
2024-04-01,Smartphone,Electronics,East,7,7266.73,806.79
2024-11-27,Smartphone,Electronics,East,14,13735.6,1004.12
2023-07-01,Camera,Electronics,South,9,4887.68,396.36
2023-02-13,Mouse,Accessories,West,4,864.64,251.99
2023-11-09,Smartphone,Electronics,East,6,5190.69,1215.07
2022-05-20,Keyboard,Accessories,South,8,2128.31,294.45
2024-06-26,Mouse,Accessories,East,1,859.045,109.41
2022-05-02,Smartphone,Electronics,North,4,2540.9,458.78
2023-05-18,Keyboard,Accessories,East,7,2569.86,130.19
2022-11-22,Headphones,Accessories,South,2,1210.5,268.37
2022-03-15,Mouse,Accessories,East,2,1128.08,94.13
2023-08-23,Headphones,Accessories,North,1,1077.14,77.97
2023-12-18,Keyboard,Accessories,East,3,1122.075,258.735
2022-09-16,Mouse,Accessories,West,8,1608.52,464.18
2024-12-15,Camera,Electronics,West,5,3685.21,476.2
2024-04-25,Camera,Electronics,North,8,4080.22,1079.49
2024-02-09,Monitor,Accessories,North,1,404.65,84.4
2023-04-19,Keyboard,Accessories,South,2,1738.67,163.38
2023-01-31,Printer,Office,West,3,828.25,210.33
2023-11-24,Mouse,Accessories,North,4,4344.82,461.72
2023-10-02,Tablet,Electronics,North,1,1130.56,268.88
2024-04-18,Headphones,Null,North,3,1698.22,304.91
2023-06-27,Tablet,Electronics,East,4,844.26,136.02
2023-12-12,Camera,Electronics,East,2,1026.2,170.31
2023-10-04,Laptop,Electronics,West,6,6984.93,1433.65
2022-02-18,Monitor,Accessories,West,4,1672.85,432.35
2023-01-08,Laptop,Electronics,North,12,2185.52,127.96
2024-04-01,Headphones,Accessories,South,2,272.08,24.71
2023-10-22,Mouse,Accessories,West,3,4077.77,1088.69
2023-03-29,Smartwatch,Electronics,East,7,4298.37,358.38
2022-12-17,Smartphone,Electronics,East,10,2730.02,621.32
2024-11-28,Camera,Electronics,West,6,4116.11,381.35
2022-04-07,Headphones,Accessories,South,8,904.94,181.45
2024-12-05,Smartwatch,Electronics,South,1,70.85,10.64
2023-09-03,Keyboard,Accessories,East,2,344.16,72.87
2024-08-17,Headphones,Accessories,South,2,518.09,34.22
2022-08-18,Mouse,Accessories,North,9,2763.19,458.4
2022-03-26,Smartwatch,Electronics,North,2,2298.16,343.53
2024-10-02,Monitor,Accessories,South,1,436.73,73.89
2022-09-28,Mouse,Accessories,East,3,912.045,106.735
2024-05-12,Laptop,Electronics,North,10,3081.42,823.66
2023-03-14,Tablet,Electronics,East,7,5572.74,385.82
2023-09-21,Monitor,Accessories,East,6,3030.37,335.71
2024-05-02,Monitor,Accessories,West,5,1245.95,345.84
2022-01-31,Tablet,Electronics,South,4,1252.61,326.69
2024-06-04,Camera,Electronics,North,9,4959.5,479.28
2023-02-16,Monitor,Accessories,West,7,8162.71,443.81
2023-05-26,Monitor,Accessories,East,5,1370.94,253.92
2023-12-28,Tablet,Electronics,North,3,3111.74,607.23
2022-10-10,Mouse,Accessories,South,7,7805.18,1078.03
2024-04-21,Smartphone,Electronics,South,9,10314.11,2729.6
2023-09-29,Keyboard,Accessories,South,9,10782.39,2730.14
2024-10-22,Monitor,Accessories,West,5,4375.19,987.96
2023-07-31,Monitor,Accessories,North,5,2265.58,595.05
2022-04-15,Laptop,Electronics,East,2,333.18,19.38
2024-04-24,Headphones,Accessories,North,7,7217.79,1481.7
2022-01-16,Tablet,Electronics,East,3,1767.88,186.54
2023-12-06,Laptop,Electronics,East,6,5767.88,1115.62
2024-09-04,Smartwatch,Electronics,South,3,1338.33,396.08
2022-06-10,Printer,Office,North,3,168.89,45.31
2022-10-03,Smartphone,Electronics,South,9,4536.79,479.78
2022-02-25,Mouse,Accessories,East,4,4404.87,793.7
2023-08-18,Monitor,Accessories,North,4,1952.92,148.67
2022-12-23,Mouse,Accessories,North,1,1002.495,233.88
2022-06-30,Keyboard,Accessories,South,2,234.07,65.74
2024-11-10,Smartphone,Electronics,West,9,8667.89,1597.49
2022-04-11,Headphones,Accessories,South,9,4752.47,1415.65
2023-05-10,Keyboard,Accessories,East,0,586.26,62.45
2022-05-20,Keyboard,Accessories,North,1,804.455,85.145
2024-07-17,Smartwatch,Electronics,West,1,1142.94,306.84
2024-11-18,Keyboard,Accessories,North,1,58.285,6.835
2022-06-06,Smartphone,Electronics,East,18,7902.32,1816.26
2023-12-21,Keyboard,Accessories,East,2,1606.55,138.96
2023-07-24,Smartwatch,Electronics,West,2,2006.27,235.52
2024-06-05,Camera,Electronics,South,9,9423.2,652.06
2022-08-24,Laptop,Electronics,North,8,4553.56,799.88
2022-08-22,Monitor,Accessories,West,5,4880.07,664.06
2024-11-18,Laptop,Electronics,East,3,1773.37,183.15
2023-01-21,Smartwatch,Electronics,South,9,2718.67,195.97
2022-11-07,Headphones,Accessories,East,4,3168.97,939.45
2022-01-31,Camera,Electronics,West,2,1716.33,368.06
2024-02-07,Smartphone,Electronics,West,2,214.55,14.08
2024-06-04,Camera,Electronics,East,2,2092.91,366.12
2024-03-21,Headphones,Accessories,West,3,225.29,46.96
2023-03-26,Smartwatch,Electronics,East,1,859.4,217.67
2024-06-10,Keyboard,Accessories,South,3,1620.055,379.095
2022-10-08,Tablet,Electronics,East,2,1748.4,506.52
2023-07-06,Mouse,Accessories,West,4,1040.04,54.24
2022-06-18,Smartwatch,Electronics,North,3,2193.47,521.14
2023-06-08,Headphones,Accessories,West,5,2080.6,614.77
2022-05-13,Mouse,Accessories,South,2,2535.125,493.195
2024-03-08,Laptop,Electronics,South,14,938.16,94.8
2024-12-31,Smartphone,Electronics,West,6,930.33,213.6
2022-03-11,Smartwatch,Electronics,South,1,495.58,55.17
2024-08-01,Monitor,Accessories,East,6,4938.9,847.89
2022-08-21,Tablet,Electronics,South,2,1300.44,267.46
2024-12-11,Mouse,Accessories,South,7,2100.18,131.67
2024-03-13,Camera,Electronics,South,2,2248.78,636.52
2022-05-13,Headphones,Accessories,East,3,1992.04,252.21
2022-01-29,Camera,Electronics,South,4,4056.58,1189.26
2022-12-22,Camera,Electronics,East,2,1986.98,208.88
2022-03-05,Smartwatch,Electronics,East,9,3132.61,443.27
2023-05-21,Smartphone,Electronics,South,16,14129.42,3109.04
2024-03-16,,,East,1,907.36,249.2
2023-01-14,Mouse,Accessories,South,4,3969.425,595.705
2023-11-11,Printer,Office,South,4,4360.96,1207.46
2024-08-19,Keyboard,Accessories,West,1,187.68,47.52
2022-09-24,Monitor,Accessories,North,7,826.36,101.01
2023-09-09,Mouse,Accessories,East,3,807.44,148.58
2022-02-07,Keyboard,Accessories,West,5,4550.53,1039.34
2024-01-07,Smartphone,Electronics,North,9,8793.29,901.7
2024-07-09,Headphones,Accessories,North,5,310.26,32.01
2023-11-28,Headphones,Accessories,East,3,1143.44,275.04
2022-03-10,Monitor,Accessories,West,3,2610.21,740.21
2022-07-31,Tablet,Electronics,West,6,1494.16,269.25
2023-07-05,Smartphone,Electronics,North,8,3049.0,378.64
2023-11-21,Tablet,Electronics,North,9,9441.6,2171.42
2022-06-18,Smartphone,Electronics,South,4,3520.32,417.26
2023-03-29,Tablet,Electronics,West,2,390.54,103.99
2024-09-29,Laptop,Electronics,North,1,450.04,75.89
2023-08-12,Smartwatch,Electronics,South,4,828.07,216.98
2024-07-09,Monitor,Accessories,West,3,1986.42,361.33
2023-03-21,Smartwatch,Electronics,North,8,7264.72,1776.83
2023-06-08,Laptop,Electronics,East,14,14939.78,1831.26
2024-03-19,Laptop,Electronics,South,5,1385.18,165.55
2023-03-13,Tablet,Electronics,North,4,4556.6,315.07
2024-02-08,Monitor,Accessories,North,3,456.0,61.42
2024-11-15,Monitor,Accessories,North,2,1984.66,125.13
2024-09-17,Smartwatch,Electronics,North,6,5178.06,1321.58
2023-05-11,Smartwatch,Electronics,West,1,281.83,30.51
2024-11-26,Monitor,Accessories,South,9,3033.23,177.92
2022-03-27,Camera,Electronics,East,3,1107.0,65.88
2022-04-10,Mouse,Accessories,South,1,723.385,178.35
2023-01-23,Mouse,Accessories,South,2,266.96,20.11
2024-04-22,Smartphone,Electronics,West,12,1296.24,324.6
2023-03-15,Tablet,Electronics,South,2,344.89,80.87
2024-05-25,Smartphone,Electronics,West,6,5724.07,1640.19
2022-03-16,Headphones,Accessories,East,5,4920.01,323.38
2023-01-07,Camera,Electronics,West,5,5440.43,457.04
2024-04-25,Smartphone,Electronics,West,14,15988.32,1817.3
2023-10-23,Camera,Electronics,South,9,3780.8,724.36
2023-05-27,Smartphone,Electronics,North,2,2034.74,419.94
2023-01-31,Smartphone,Electronics,West,6,1578.92,82.85
2023-10-09,Smartphone,Electronics,South,2,912.61,161.37
2024-04-29,Laptop,Electronics,West,6,2520.43,182.59
2024-12-06,Mouse,Accessories,East,8,2632.99,262.55
2023-07-10,Monitor,Accessories,West,6,6582.57,729.68
2024-01-16,Camera,Electronics,East,8,3432.3,172.69
2023-09-10,Keyboard,Accessories,South,1,515.405,127.325
,Mouse,Accessories,West,4,596.145,144.955
2023-10-30,Monitor,Accessories,North,4,4740.38,833.27
2024-04-14,Headphones,Accessories,East,4,1716.57,364.96
2023-02-07,Printer,Office,South,7,3528.65,260.06
2022-06-22,Camera,Electronics,South,3,777.81,71.72
2022-04-29,Camera,Electronics,East,4,3368.32,558.93
2022-10-11,Tablet,Electronics,North,4,4240.44,251.46
2022-04-15,Laptop,Electronics,South,3,3285.47,292.87
2023-01-14,Smartphone,Electronics,South,6,4872.66,612.73
2022-08-24,Smartphone,Electronics,East,9,2466.46,638.41
2024-10-26,Tablet,Electronics,West,5,2465.15,497.19
2023-05-15,Tablet,Electronics,North,3,612.41,40.15
2022-10-25,Tablet,Electronics,South,5,4170.08,658.98
2023-03-13,Camera,Electronics,South,8,1088.01,160.33
2024-07-30,Keyboard,Accessories,West,2,1626.74,354.49
2023-11-06,Smartphone,Electronics,North,12,12973.18,718.98
2022-12-14,Monitor,Accessories,West,0,6968.01,1226.22
2024-01-03,Smartphone,Electronics,North,2,715.64,165.72
2024-02-17,Laptop,Electronics,South,1,454.7,58.4
2024-04-04,Tablet,Electronics,East,3,3582.45,501.47
2024-06-25,Tablet,Electronics,West,9,3762.93,484.75
2024-10-31,Smartwatch,Electronics,South,9,6642.05,394.48
2024-09-25,Monitor,Accessories,West,4,408.09,45.2
2024-03-08,Tablet,Electronics,West,1,105.48,25.26
2024-05-04,Tablet,Electronics,West,3,2682.87,584.69
2022-07-11,Keyboard,Accessories,East,3,248.995,38.155
2022-08-19,Printer,Office,South,7,4823.02,420.58
2024-10-01,Smartwatch,Electronics,North,8,4048.18,666.1
2022-12-23,Smartphone,Electronics,North,16,8193.7,532.7
2024-10-11,Printer,Office,North,8,7264.7,1318.0
2022-04-09,Mouse,Accessories,East,3,2151.115,478.69
2023-01-27,Printer,Office,North,5,5960.36,1139.78
2024-01-22,Keyboard,Accessories,West,0,193.185,57.45
2022-06-15,Laptop,Electronics,South,6,2550.26,337.28
2023-05-18,Mouse,Accessories,North,9,5949.04,368.51
2023-02-06,Camera,Electronics,East,7,5159.07,755.22
2022-07-01,Monitor,Accessories,North,4,1100.99,127.13
,Mouse,Accessories,South,1,145.335,25.115
2023-08-05,Smartwatch,Electronics,East,8,7144.58,492.1
2022-08-09,Keyboard,Accessories,West,5,4200.56,330.48
2022-02-08,Monitor,Accessories,North,6,5022.59,291.89
2024-12-13,Smartphone,Electronics,West,4,4709.44,742.68
2024-10-10,Smartphone,Electronics,South,4,4064.08,299.4
2024-05-25,Keyboard,Accessories,South,2,2372.09,275.88
2022-02-14,Laptop,Electronics,West,6,5406.16,1219.5
2023-05-04,Laptop,Electronics,South,4,1264.95,267.82
2024-05-21,Smartphone,Electronics,South,8,3249.0,667.48
2023-05-14,Mouse,Accessories,West,8,2976.7,507.77
2024-07-02,Headphones,Accessories,West,6,4998.87,863.82
2022-10-20,Printer,Office,West,1,98.57,28.57
2022-08-22,Tablet,Electronics,North,7,4102.64,354.03
2022-01-11,Printer,Office,North,1,1016.81,171.31
2023-08-18,Headphones,Accessories,South,4,1960.04,234.88
2024-09-15,Mouse,Accessories,West,3,1375.87,337.975
2022-07-15,Smartphone,Electronics,East,14,8064.06,1485.96
2024-07-28,Smartphone,Electronics,West,7,5978.14,1791.25
2023-12-16,Headphones,Accessories,West,7,8050.51,2129.97
2024-05-24,Monitor,Accessories,East,7,4648.7,1240.98
2022-06-14,Smartphone,Electronics,North,3,1119.02,108.68
2024-12-11,Laptop,Electronics,East,1,918.78,180.31
2023-02-05,Smartphone,Electronics,East,9,6903.0,837.35
2023-08-21,Keyboard,Accessories,North,2,2427.52,267.115
2023-12-18,Camera,Electronics,South,2,2158.76,483.94
2023-04-13,Mouse,Accessories,North,3,2275.225,538.9
2023-09-24,Tablet,Electronics,West,4,3592.83,249.54
2022-12-19,Tablet,Electronics,South,8,3488.38,943.25
2022-05-21,Monitor,Accessories,North,2,1214.1,163.8
2024-09-21,Mouse,Accessories,West,4,3600.31,734.615
2023-03-24,Laptop,Electronics,East,16,3617.16,678.62
2022-12-29,Camera,Electronics,West,9,7083.52,560.88
2024-06-05,Monitor,Accessories,East,4,1060.32,260.21
2022-11-17,Smartwatch,Electronics,South,9,7182.38,461.61
,Smartphone,Electronics,West,6,5532.27,552.74
2024-08-23,Headphones,Accessories,South,8,1800.37,326.03
2023-12-17,Headphones,Accessories,South,1,351.97,32.61
2022-11-10,Smartwatch,Electronics,West,2,1200.3,191.43
2023-12-01,Tablet,Electronics,South,9,1593.54,322.46
2024-12-15,Monitor,Accessories,East,3,2580.39,448.02
2022-03-12,Keyboard,Accessories,East,6,6780.17,1794.97
2022-03-25,Smartphone,Electronics,South,4,2596.62,408.16
2024-12-24,Smartwatch,Electronics,South,7,4585.83,383.97
2023-04-16,Tablet,Electronics,North,1,516.85,70.53
2024-05-14,Tablet,Electronics,West,4,1780.66,420.28
2022-11-07,Keyboard,Accessories,North,2,182.505,47.025
2023-02-26,Tablet,Electronics,South,8,3896.1,735.66
2024-04-28,Laptop,Electronics,South,1,636.1,169.24
2024-07-27,Monitor,Accessories,East,7,637.41,87.86
2023-09-26,Keyboard,Accessories,South,1,651.41,90.41
2024-08-24,Smartphone,Electronics,West,2,1438.22,80.84
2023-08-08,Camera,Electronics,West,6,5106.45,1341.93
2023-07-11,Mouse,,West,1,607.87,64.9
2024-05-23,Camera,Electronics,East,9,1791.81,187.28
2023-12-31,Monitor,Accessories,South,5,5990.4,1192.11
2023-12-01,Tablet,Electronics,South,1,847.93,142.74
2024-02-04,Camera,Electronics,East,8,688.39,131.26
2023-06-24,Tablet,Electronics,East,2,1188.03,286.38
2023-08-20,Camera,Electronics,North,7,3101.63,926.09
2024-09-20,Laptop,Electronics,North,2,1499.32,136.34
2024-11-17,Smartwatch,Electronics,West,4,3224.26,871.53
2023-10-01,Monitor,Accessories,South,3,459.32,40.96
2024-12-24,Smartwatch,Electronics,East,7,5726.16,976.14
2022-04-20,Keyboard,Accessories,West,2,308.31,87.875
2024-12-24,Laptop,Electronics,North,4,3168.16,812.5
2023-06-24,Laptop,Electronics,East,5,3205.45,368.41
2023-12-18,Laptop,Electronics,East,18,10279.64,2631.86
2024-11-09,Smartphone,Electronics,West,10,7591.72,478.3
2024-03-03,Camera,Electronics,East,2,810.82,229.33
2024-05-11,Camera,Electronics,South,6,5106.77,1500.2
2024-06-30,Monitor,Accessories,West,2,798.02,79.25
2022-02-22,Laptop,Electronics,West,10,6330.06,1790.66
2023-09-21,Tablet,Electronics,East,5,5935.46,875.84
2022-06-27,Keyboard,Accessories,South,4,3352.04,663.15
2024-01-29,Smartphone,Electronics,West,9,8343.05,821.0
2022-05-25,Monitor,Accessories,East,4,2604.55,411.38
2023-11-12,Monitor,Accessories,West,9,5220.37,1324.01
2022-10-24,Mouse,Accessories,West,3,1593.025,420.52
2023-01-13,Smartphone,Electronics,West,6,7014.2,1202.25
2023-01-17,Mouse,Accessories,South,4,1705.875,222.435
2022-01-20,Monitor,Accessories,East,1,513.6,87.58
2022-07-05,Smartphone,Electronics,West,2,2209.18,555.7
2022-08-11,Smartphone,Electronics,East,9,2718.97,271.51
2023-05-14,Headphones,Accessories,North,6,1662.04,416.3
2023-12-16,Mouse,Accessories,West,5,1700.69,360.59
2024-12-06,Tablet,Electronics,South,4,2932.33,597.65
2023-10-13,Mouse,Accessories,North,4,3604.74,971.14
2024-03-26,Camera,Electronics,West,4,4596.11,553.58
2024-04-05,Smartwatch,Electronics,East,6,930.0,68.24
2023-06-24,Tablet,Electronics,North,3,2790.12,470.93
2022-05-22,Smartphone,Electronics,North,12,9192.78,2325.5
2023-10-15,Keyboard,Accessories,South,1,962.28,260.28
2024-10-23,Smartphone,Electronics,North,1,92.99,14.88
2024-09-29,Keyboard,Accessories,North,2,565.33,127.495
2024-04-29,Headphones,Accessories,East,6,6024.9,1706.41
2022-06-06,Monitor,Accessories,East,8,2384.38,444.98
2024-12-25,Camera,Electronics,South,4,4644.13,277.26
2024-04-04,Keyboard,Accessories,East,1,607.81,79.78
2022-09-29,Mouse,Accessories,South,7,770.95,129.11
2022-11-06,Keyboard,Accessories,South,1,711.07,158.89
2023-08-02,Keyboard,Accessories,South,1,544.34,117.915
2024-03-05,Laptop,Electronics,East,7,4704.23,513.14
2022-12-15,Laptop,Electronics,East,5,660.76,90.86
2022-11-25,Headphones,Accessories,South,5,4680.14,516.26
2022-10-06,Camera,Electronics,East,7,6797.3,665.29
2024-12-11,Mouse,Accessories,North,4,279.175,19.43
2023-09-13,Monitor,Accessories,East,4,4496.47,1115.75
2022-05-28,Keyboard,Accessories,South,1,713.25,62.78
2022-08-17,Camera,Electronics,East,2,1310.8,212.43
2024-10-31,Keyboard,Accessories,West,9,2853.11,564.05
2023-11-20,Camera,Electronics,South,2,2324.19,516.06
2024-04-16,Laptop,Electronics,North,1,330.75,53.42
2023-09-22,Camera,Electronics,South,3,588.51,100.52
2024-05-07,Smartphone,Electronics,East,1,63.33,11.91
2022-03-15,Tablet,Electronics,East,7,847.51,147.71
2024-06-28,Printer,Office,East,1,1037.33,56.89
2024-01-06,Mouse,Accessories,North,1,373.18,72.17
2023-12-20,Laptop,Electronics,North,2,2352.52,314.94
2022-01-11,Smartphone,Electronics,East,6,4279.06,845.04
2024-12-11,Monitor,Accessories,West,9,4140.54,301.12
2024-01-13,Laptop,Electronics,North,1,1038.38,63.23
2024-07-28,Monitor,Accessories,East,8,2024.08,203.11
2022-04-15,Smartwatch,Electronics,South,6,6624.62,1136.09
2023-09-23,Smartwatch,Electronics,East,7,5019.06,1154.79
2024-04-15,Smartphone,Electronics,East,5,750.99,207.77
2023-03-23,Camera,Electronics,North,7,6461.37,1455.36
2023-11-04,Tablet,Electronics,West,6,2946.25,208.01
2024-05-24,Monitor,Accessories,South,1,618.23,81.04
2022-05-11,Camera,Electronics,East,9,8586.51,700.37
2024-02-13,Laptop,Electronics,South,10,4000.92,464.82
2023-02-16,Mouse,Accessories,East,0,424.945,102.94
2023-08-13,Mouse,Accessories,East,3,1593.175,187.315
2024-05-15,Monitor,Accessories,South,4,2536.72,495.13
2024-05-09,Smartwatch,Electronics,South,2,1306.66,228.41
2022-05-02,Tablet,Electronics,East,3,2508.87,631.85
2024-07-13,Tablet,Electronics,North,8,1048.27,107.56
2022-11-19,Keyboard,Accessories,East,4,1516.5,256.96
2024-03-04,Smartphone,Electronics,West,9,10458.89,1835.21
2024-05-20,Headphones,Accessories,East,9,2754.85,259.16
2022-12-25,Monitor,Accessories,South,2,1234.01,257.89
2022-07-30,Monitor,Accessories,East,1,847.68,146.25
2022-10-23,Keyboard,Accessories,South,7,7672.94,896.11
2024-04-04,Monitor,Accessories,North,9,7596.6,1454.15
2024-11-02,Keyboard,Accessories,East,3,3626.31,678.635
2024-12-05,Smartwatch,Electronics,West,6,732.7,136.59
2023-06-27,Smartphone,Electronics,West,1,173.0,20.96
2023-03-18,Camera,Electronics,North,3,2805.17,749.5
2023-09-18,Smartphone,Electronics,West,8,7048.45,391.96
2024-08-16,Mouse,Accessories,East,6,4698.33,1020.11
2024-01-17,Smartwatch,Electronics,South,1,565.34,148.79
2023-06-17,Monitor,Accessories,North,1,672.73,198.75
2022-07-24,Camera,Electronics,South,6,2604.15,566.34
2024-05-31,Tablet,Electronics,West,6,5125.0,501.5
2022-08-14,Smartwatch,Electronics,West,5,2455.29,714.35
2022-03-01,Printer,Office,North,2,1796.88,225.15
2022-01-25,Laptop,Electronics,South,2,577.38,123.7
2023-07-23,Laptop,Electronics,North,10,4321.36,1106.82
2022-03-10,Tablet,Electronics,West,1,105.16,27.36
2023-05-05,Monitor,Accessories,South,9,7578.54,1596.64
2023-03-10,Headphones,Accessories,South,1,365.33,50.1
2024-04-23,Camera,Electronics,West,8,3752.67,537.98
2024-08-21,Keyboard,Accessories,North,2,1384.75,316.21
2023-02-21,Smartphone,Electronics,West,5,475.53,76.22
2023-08-24,Smartphone,Electronics,West,1,137.49,39.35
2023-10-09,Camera,Electronics,West,3,1821.22,543.01
2022-04-22,Keyboard,Accessories,West,3,1827.195,335.08
2024-07-14,Keyboard,Accessories,East,3,1296.04,202.445
2022-04-25,Camera,Electronics,East,6,996.19,225.75
2024-07-10,Mouse,Accessories,North,1,693.81,62.75
2023-10-24,Keyboard,Accessories,East,3,513.89,48.23
2024-05-17,Smartwatch,Electronics,East,8,5736.38,937.62
2023-04-06,Mouse,Accessories,East,2,1458.39,208.93
2022-12-03,Smartphone,Electronics,East,8,5496.51,1104.93
2022-01-07,Tablet,Electronics,North,3,3183.86,358.87
2023-07-27,Headphones,Accessories,East,6,3990.76,975.5
2024-02-05,Smartphone,Electronics,West,2,582.89,76.45
2023-08-30,Monitor,Accessories,West,1,890.63,59.1
2023-10-19,Keyboard,Accessories,East,3,2625.23,349.61
2022-09-14,Smartwatch,Electronics,North,4,1440.55,200.09
2024-12-26,Headphones,Accessories,North,5,505.28,93.85
2022-01-28,Laptop,Electronics,North,8,8192.3,1822.87
2023-08-09,Keyboard,Accessories,East,1,960.37,72.15
2022-10-18,Smartwatch,Electronics,West,8,8768.39,1065.8
2022-10-12,Mouse,Accessories,North,1,1140.72,117.05
2023-01-23,Laptop,Electronics,North,4,952.49,264.61
2024-05-02,Smartphone,Electronics,North,2,450.72,102.14
2023-06-25,Camera,Electronics,East,3,1029.47,206.83
2024-02-29,Printer,Office,South,3,3402.51,442.67
2022-05-24,Laptop,Electronics,North,18,16921.56,2403.88
2024-03-07,Monitor,Accessories,North,1,105.0,26.86
2023-12-18,Monitor,Accessories,West,9,10665.7,1595.08
2023-08-12,Smartwatch,Electronics,East,8,984.47,183.07
2024-09-18,Smartphone,Electronics,North,8,4128.86,718.6
2022-03-08,Laptop,Electronics,North,2,594.13,172.47
2024-08-22,Smartphone,Electronics,North,8,2864.94,195.16
2024-07-17,Tablet,Electronics,North,4,724.85,186.95
2024-02-11,Mouse,Accessories,East,3,2049.305,587.23
2023-06-12,Monitor,Accessories,North,1,338.8,32.61
2022-04-16,Smartwatch,Electronics,East,1,890.9,57.04
2023-04-26,Tablet,Electronics,South,2,1790.87,442.75
2023-10-01,Tablet,,North,9,8523.7,978.97
2024-03-20,Mouse,Accessories,North,7,3031.76,417.5
2022-10-02,Camera,Electronics,South,9,4698.55,1262.47
2023-06-13,Keyboard,Accessories,West,4,2425.725,704.205
2023-01-22,Camera,Electronics,East,6,4542.84,1169.16
2022-01-04,Mouse,Accessories,South,4,4689.43,870.485
2023-08-06,Smartwatch,Electronics,North,8,9464.94,2043.73
2024-11-08,Printer,Office,West,8,1720.75,401.26
2022-07-11,Keyboard,Accessories,West,4,2376.39,562.11
2023-10-23,Keyboard,Accessories,South,2,292.13,63.64
2024-07-28,Camera,Electronics,North,9,4554.89,1031.09
2022-07-23,Tablet,Electronics,South,2,2392.11,483.39
2023-11-20,Camera,Electronics,South,7,3962.75,916.13
2023-05-21,Laptop,Electronics,North,6,2617.32,282.08
2023-05-10,Camera,Electronics,South,7,5831.04,1416.31
2022-12-11,Camera,Electronics,West,7,5572.58,690.68
2023-08-11,Monitor,Accessories,North,6,5214.54,1093.04
2022-06-18,Mouse,Accessories,East,9,6705.09,1283.78
2024-11-06,Smartphone,Electronics,West,4,4408.58,1047.64
2022-08-25,Smartphone,Electronics,North,3,2652.97,161.67
2024-06-04,Printer,Office,West,5,1830.05,437.35
2024-01-27,Laptop,Electronics,East,18,5526.88,1352.5
2022-09-17,Monitor,Accessories,North,8,9056.52,2281.97
2022-03-10,Camera,Electronics,North,7,5439.67,1416.62
2022-08-01,Camera,Electronics,South,6,828.73,47.91
2024-10-01,Smartwatch,Electronics,East,5,1910.24,463.07
2023-02-19,Tablet,Electronics,North,2,1874.45,333.86
2023-08-02,Mouse,Accessories,East,0,516.045,145.705
2023-06-26,Keyboard,Accessories,East,1,1632.23,278.43
2022-11-26,Smartphone,Electronics,West,1,877.12,110.99
2022-05-23,Camera,Electronics,North,3,924.92,183.18
2023-04-26,Camera,Electronics,West,3,417.02,114.42
2024-02-21,Laptop,Electronics,West,5,2670.23,155.89
